prior_knowledge_score,avg_quiz_score,cognitive_load_score,avg_time_per_question,error_rate,revision_frequency,help_requests_count,attention_span_score,mental_fatigue_score,time_variation,concept_mastery_rate,engagement_rate,avg_study_time_per_day,performance_score,ready_for_advanced,ready_for_advanced_svc,learning_path_type,recommended_difficulty
91,63,8,95,0.2855819699555472,4,17,8,2,33,32,17,4,64.03394486706507,1,1,1,1
89,44,7,70,0.7035252558891677,5,14,5,1,14,26,77,0,52.522945015546654,0,0,1,1
92,77,1,35,0.7330670326723321,1,15,9,3,2,30,1,5,63.44330940427465,1,1,1,1
71,15,3,40,0.5250843922975102,10,3,3,10,3,94,74,4,70.38267696508596,1,1,2,1
42,78,2,103,0.5653246616065483,4,0,7,8,5,79,36,1,65.57332315203209,1,1,1,1
68,37,7,56,0.7907403893454608,0,10,7,5,4,12,33,5,25.469227170432124,0,0,0,0
12,73,5,44,0.734866315985958,3,0,10,9,8,61,14,2,42.62235995992506,0,0,0,0
60,88,1,101,0.05666593036802947,3,7,10,3,32,1,80,2,70.66145187755207,1,1,2,1
90,45,2,78,0.2730347477095362,11,2,2,10,30,58,13,3,100.0,1,1,2,2
65,24,4,10,0.7975866973833704,10,18,8,2,39,11,35,2,59.221393799344405,0,1,1,1
25,89,4,56,0.25515069419527936,4,6,9,4,13,62,94,2,68.27606642757148,1,1,1,1
3,28,10,28,0.664842511205594,13,16,10,1,33,50,54,5,56.49031860770826,0,1,1,1
43,70,4,74,0.6099673815582815,1,3,7,9,37,89,0,0,58.92364886906876,0,1,1,1
88,44,2,38,0.3652839326517091,6,15,2,5,33,71,61,3,75.33859999031787,1,1,2,2
44,26,2,84,0.5646101538845617,3,0,9,3,21,27,13,1,32.86639313622576,0,0,0,0
9,53,5,70,0.7210590918890947,14,12,1,7,22,99,70,0,81.56141817087361,1,1,2,2
30,60,3,67,0.7469524509162837,1,14,6,10,28,10,4,1,20.302434070736886,0,0,0,0
43,16,7,117,0.5921209079940515,7,7,5,3,11,96,53,1,55.556578141298054,0,1,1,1
69,5,4,55,0.4384511926690624,8,1,7,8,5,9,89,5,38.02673093182074,0,0,0,0
43,48,10,119,0.2729855362252901,7,16,7,9,15,73,59,1,63.29799385069602,1,1,1,1
34,91,6,46,0.1011706417567021,7,1,6,5,14,48,11,2,73.11467624439157,1,1,2,1
68,74,3,22,0.413288877135766,5,11,10,6,11,14,59,1,72.92902518388274,1,1,2,1
55,3,9,47,0.14435394021000536,4,6,10,8,34,41,12,3,22.95083636284253,0,0,0,0
74,4,7,51,0.028226166179869727,8,7,10,7,8,42,32,4,47.33062351261824,0,0,1,0
16,95,8,25,0.9807288741907262,7,3,10,10,17,48,9,2,60.81338304556364,1,1,1,1
67,67,2,25,0.5041071565978903,0,14,10,3,29,37,4,0,51.67138135859228,0,0,1,1
29,49,10,10,0.8537807446652087,6,14,1,4,34,5,75,5,36.04674176470034,0,0,0,0
78,60,3,119,0.5067059918324515,9,16,7,10,13,5,21,0,81.77171279443988,1,1,2,2
9,4,5,45,0.324531112360402,11,20,6,9,38,83,32,0,50.81733872539936,0,0,1,1
3,8,3,61,0.16691534021794252,11,19,5,7,11,58,43,5,50.71915110864888,0,0,1,1
75,67,6,110,0.15026182954912437,1,11,9,6,8,71,0,4,65.34167737658919,1,1,1,1
43,97,3,94,0.29308087597144117,6,12,2,7,23,82,88,0,84.28204628348371,1,1,2,2
87,53,2,57,0.5712116494644589,1,9,4,5,23,50,5,3,54.66480486181274,0,0,1,1
28,24,9,110,0.1947398316901786,0,1,8,5,38,31,9,4,16.266665137098393,0,0,0,0
93,35,3,94,0.44425246957428133,0,3,4,8,8,92,56,3,49.81801051551829,0,0,1,0
2,88,8,24,0.9120463269993626,13,2,8,2,11,51,26,5,83.15012686249067,1,1,2,2
65,79,6,41,0.45170560110345437,7,0,6,2,22,35,7,3,87.21923216174598,1,1,2,2
84,17,5,36,0.10894226972679655,12,15,4,5,17,58,28,1,82.03728703366788,1,1,2,2
6,66,9,86,0.18994284537686035,0,3,8,3,8,0,71,4,18.423316448604144,0,0,0,0
54,57,10,106,0.1541551546676604,6,6,1,7,17,93,60,4,74.71497915992673,1,1,2,1
31,44,5,106,0.08968423831016603,1,8,1,8,31,87,52,5,47.34115015862338,0,0,1,0
85,24,10,65,0.3638378221253884,7,14,6,9,5,9,74,3,40.74894702549373,0,0,0,0
87,67,10,82,0.22593578037292017,9,0,1,1,40,85,58,1,93.82944401284027,1,1,2,2
3,13,8,49,0.19225595139306284,2,20,10,1,16,15,87,1,0.48093096398209756,0,0,0,0
2,71,8,55,0.05508748837183408,14,18,10,2,10,76,28,1,93.94115296208211,1,1,2,2
96,82,6,47,0.3349549841910615,12,2,6,5,28,15,85,4,100.0,1,1,2,2
73,66,7,26,0.614933392107307,10,19,9,1,24,38,5,1,82.34183728069101,1,1,2,2
7,41,3,77,0.6908686776964076,8,14,4,6,5,78,71,5,55.43460952628677,0,1,1,1
14,41,6,15,0.20710696066579726,4,12,7,1,29,38,11,2,37.75715537323258,0,0,0,0
21,36,8,72,0.5158386171395711,1,1,2,1,35,72,81,0,30.106179347953294,0,0,0,0
64,9,1,116,0.45676768178415694,5,19,4,3,5,45,66,1,59.153613192915955,0,1,1,1
99,46,8,83,0.13923905272150727,6,10,4,5,6,8,98,4,58.34911283372993,0,1,1,1
59,18,5,48,0.6134003848911027,14,17,6,6,2,70,50,2,81.60119327288517,1,1,2,2
48,78,4,110,0.041564663341247865,10,6,7,6,14,97,29,4,100.0,1,1,2,2
92,59,8,68,0.48405577670829847,13,19,7,9,35,14,67,2,89.7687469415371,1,1,2,2
34,16,9,37,0.4617730031248113,10,15,8,4,6,9,91,5,39.01402383301722,0,0,0,0
94,18,3,102,0.12390289985467773,2,13,5,4,39,19,15,0,45.67710942016405,0,0,1,0
59,75,4,29,0.4646027880724286,8,18,1,4,22,98,4,1,85.56694013102293,1,1,2,2
3,52,5,85,0.13627058179468488,12,9,9,10,20,40,29,5,75.03036928776483,1,1,2,2
44,83,3,87,0.25883784026225665,5,2,9,6,8,34,15,5,73.77390261449952,1,1,2,1
2,4,2,15,0.8608837400611209,8,3,7,4,11,25,95,4,26.7911348012604,0,0,0,0
93,30,1,40,0.9893171711769339,10,7,9,9,10,12,70,0,69.09071163901604,1,1,1,1
28,38,4,90,0.9390659035586939,6,1,9,8,15,78,17,3,46.56168702565836,0,0,1,0
19,55,1,97,0.8140283379878862,6,1,6,6,26,29,3,2,48.99636733817695,0,0,1,0
53,97,5,53,0.628316508908248,11,3,8,9,13,81,16,0,100.0,1,1,2,2
98,16,8,84,0.11237500900745312,9,17,1,4,17,82,88,0,74.60637343731302,1,1,2,1
4,11,10,75,0.062200812243928705,6,18,4,10,26,95,14,0,36.49411610930718,0,0,0,0
2,62,4,37,0.7818300452092383,4,15,8,1,1,73,30,2,45.82008594620566,0,0,1,0
23,42,8,41,0.41686785998739906,8,18,1,1,13,68,61,3,60.55838059250556,1,1,1,1
37,43,2,31,0.6317277105764643,1,4,4,5,29,76,80,4,38.33766998327969,0,0,0,0
45,58,7,19,0.15658288973769663,8,9,2,9,14,93,25,1,89.06994437607851,1,1,2,2
48,52,1,80,0.71550695018187,6,11,8,4,18,68,2,1,59.72376110974668,0,1,1,1
53,57,4,70,0.051956909887203695,7,10,2,5,11,63,52,1,75.68335306486165,1,1,2,2
35,84,2,18,0.9784450707693659,0,11,1,6,36,12,77,5,41.55441489384568,0,0,0,0
42,98,2,63,0.5450154175200065,5,3,1,1,12,38,7,1,78.58224978276485,1,1,2,2
33,21,3,38,0.6853050793654497,14,16,4,8,12,48,26,3,71.86848599303607,1,1,2,1
44,55,5,32,0.538144666663134,7,18,5,7,28,57,93,2,63.929195817032664,1,1,1,1
22,92,2,108,0.6061790606949041,7,18,7,7,30,58,9,0,76.30694554733203,1,1,2,2
44,4,2,57,0.7657372981609,9,3,4,4,33,65,54,3,50.46448333298834,0,0,1,1
69,20,3,74,0.5729380014756777,6,3,2,9,33,68,85,3,54.10871437697053,0,0,1,1
48,23,8,54,0.4797451291719004,2,4,6,7,24,8,32,4,25.101951799841032,0,0,0,0
19,72,10,102,0.09389519027159254,5,12,8,1,26,13,31,3,50.97048435317163,0,0,1,1
12,51,5,72,0.3987736640138333,12,10,10,1,2,54,21,3,73.78115464358875,1,1,2,1
49,64,9,17,0.43754553380232797,4,10,6,5,1,3,60,1,44.84847982437325,0,0,0,0
73,42,1,17,0.5413004697144443,5,3,6,10,1,83,18,5,68.7958214522508,1,1,1,1
29,43,3,52,0.8125603599065546,0,4,5,9,32,33,0,3,20.035280482019036,0,0,0,0
49,7,10,27,0.44456132566191964,8,17,3,10,26,33,46,2,34.08829232570251,0,0,0,0
0,77,7,40,0.2081176278734076,13,20,6,3,32,93,64,3,91.86267154435652,1,1,2,2
23,19,9,53,0.5561132646701935,11,20,1,6,16,27,91,5,46.305610849240644,0,0,1,0
63,42,4,19,0.9575949852787333,5,8,5,4,27,27,63,2,42.67556964434081,0,0,0,0
65,60,4,99,0.7288117520734566,7,10,4,7,25,86,32,4,85.21721210481421,1,1,2,2
100,26,3,110,0.02496077910681349,1,5,7,10,27,81,10,5,54.18556309841863,0,0,1,1
74,79,2,21,0.07028304430570154,2,5,2,5,6,28,68,0,68.07811032752711,1,1,1,1
59,45,5,51,0.184817194131343,13,6,1,8,25,31,99,4,84.82743018178405,1,1,2,2
96,88,6,120,0.333156037952954,2,17,1,9,32,75,29,3,86.4741797525352,1,1,2,2
10,6,5,61,0.8465637528113779,12,7,6,2,13,45,65,2,42.87418543975866,0,0,0,0
5,29,10,16,0.0698010667614899,14,9,5,8,39,25,8,3,70.45199168218755,1,1,2,1
96,8,2,96,0.21674767794707173,6,7,2,10,38,43,96,2,60.52652887981993,1,1,1,1
52,85,3,98,0.2743321459971426,12,5,6,7,39,50,52,4,100.0,1,1,2,2
58,18,3,114,0.9617849546208763,0,15,10,7,39,40,99,2,0.0,0,0,0,0
89,34,7,96,0.7787646602985743,14,17,10,9,10,60,53,5,95.21516003374445,1,1,2,2
81,7,1,101,0.1914018331316285,13,1,10,2,12,59,39,1,76.50562710094808,1,1,2,2
56,36,10,63,0.4315029702623804,10,10,5,4,5,60,42,5,72.28781068541048,1,1,2,1
56,20,2,53,0.17040147396595506,12,18,6,8,38,58,24,5,83.54195542556175,1,1,2,2
68,80,5,40,0.583707403977973,6,5,6,2,9,50,10,3,68.33113567441012,1,1,1,1
100,76,8,78,0.527502874549303,6,3,10,1,5,44,84,1,80.94243660242245,1,1,2,2
64,3,8,24,0.5490956544190563,10,7,5,2,1,18,23,1,49.023173088810196,0,0,1,0
77,75,1,21,0.9462125184859403,5,17,7,5,14,28,67,5,66.50014729478016,1,1,1,1
69,68,1,65,0.9659040938283593,11,20,9,3,12,2,74,2,82.91967415572837,1,1,2,2
70,41,6,36,0.44271758563955554,7,17,6,10,1,57,68,4,63.48482235563352,1,1,1,1
31,59,9,26,0.6022732705720704,12,3,1,3,20,54,63,4,76.69421934344331,1,1,2,2
20,47,3,107,0.1908328155553629,14,0,2,7,40,64,61,4,93.00558844977319,1,1,2,2
10,65,4,83,0.3963324888063534,6,5,7,2,4,31,30,4,59.74048690197925,0,1,1,1
91,50,9,43,0.5501200928208667,8,10,8,6,38,93,34,0,79.69234873352745,1,1,2,2
47,96,7,118,0.13408988848503367,11,15,5,4,35,18,8,1,98.09943412245944,1,1,2,2
9,95,4,76,0.595535634196672,2,19,5,4,20,40,81,0,53.66582952916116,0,0,1,1
6,10,3,32,0.42669638748983263,6,6,7,7,21,48,97,2,31.056755697153108,0,0,0,0
52,59,1,77,0.7948396380729945,11,9,10,8,22,23,2,1,77.68434115843421,1,1,2,2
69,14,6,85,0.10604314322019637,11,11,4,6,25,77,24,4,80.18127980393854,1,1,2,2
38,91,4,67,0.8800677804873607,12,14,3,10,38,29,53,2,86.89327068234354,1,1,2,2
50,44,5,79,0.5342935381613481,3,19,3,3,37,56,55,1,53.90796342724747,0,0,1,1
85,54,9,61,0.1551409229807338,6,4,9,1,2,54,22,2,68.3743647930396,1,1,1,1
4,50,5,40,0.5880645879663164,8,5,5,8,38,59,50,5,54.279886985928115,0,0,1,1
82,6,1,51,0.5435718848577616,13,8,4,7,36,13,65,4,71.69382513243502,1,1,2,1
81,100,6,42,0.8676571466756285,6,18,2,9,18,66,41,0,84.48279872114531,1,1,2,2
37,89,2,91,0.4929766745310391,10,17,5,9,29,17,60,2,86.65700472611717,1,1,2,2
46,75,5,85,0.46813700649832524,11,16,10,8,22,64,19,4,92.83097613568074,1,1,2,2
14,2,7,25,0.24710897192710546,5,2,8,10,25,57,70,3,21.551183313194038,0,0,0,0
25,80,3,58,0.5113533451348522,6,4,5,5,34,37,16,5,72.413339561939,1,1,2,1
73,55,6,107,0.4896044543159299,2,5,9,4,17,81,93,4,57.611443276832674,0,1,1,1
68,18,1,54,0.0028867498689759685,2,7,2,10,10,5,44,3,36.748533938242815,0,0,0,0
27,12,9,41,0.3597493305613334,2,4,10,2,9,33,12,2,15.914742049899607,0,0,0,0
75,71,5,37,0.9598990186242371,10,18,3,8,26,56,71,5,82.53307502647984,1,1,2,2
60,21,6,76,0.13035723444495073,8,2,5,3,4,70,22,2,76.30807758148418,1,1,2,2
71,15,4,61,0.5216451137861516,10,8,4,2,32,68,34,0,68.40396128566888,1,1,1,1
87,23,2,35,0.9798583267353967,9,20,8,8,15,91,50,5,73.7965289460952,1,1,2,1
75,14,7,90,0.7041103138529307,14,0,10,10,25,7,91,5,69.81648592988611,1,1,1,1
31,52,8,75,0.9613537994898468,1,10,6,2,35,45,16,5,23.58207558921329,0,0,0,0
72,49,3,75,0.6261492659956537,8,9,7,8,14,69,40,3,72.51368631481284,1,1,2,1
12,19,4,41,0.9914071476487335,5,2,10,10,28,78,37,4,40.70914564544972,0,0,0,0
89,59,8,86,0.34529921994531465,13,6,10,8,15,79,63,4,100.0,1,1,2,2
51,15,3,83,0.6542447551818452,10,7,4,7,40,51,15,2,59.91281666222258,0,1,1,1
77,24,7,111,0.4140573330730831,8,1,2,4,23,44,35,5,58.230613193779725,0,1,1,1
71,43,4,42,0.6765606452845411,8,7,2,4,13,63,7,3,70.15399920918813,1,1,2,1
64,78,9,118,0.6197404332867156,1,14,1,5,13,7,28,2,36.317379046184165,0,0,0,0
67,88,1,75,0.30447039177869895,1,0,4,5,24,19,9,1,68.29066887134381,1,1,1,1
99,58,3,13,0.32687753754629545,8,9,6,3,21,68,93,1,94.20870914778304,1,1,2,2
74,57,2,100,0.9485585957973205,10,4,1,10,32,2,51,3,69.51301437692014,1,1,1,1
34,64,4,94,0.0589721958341517,9,6,6,4,23,88,93,2,84.13148517316063,1,1,2,2
54,72,3,69,0.26117841928971575,7,17,10,9,38,87,9,5,93.81517929546524,1,1,2,2
93,24,4,69,0.6891553097550418,9,12,8,3,21,100,1,2,76.67497136814626,1,1,2,2
70,33,4,87,0.286413133162147,13,6,1,4,36,60,58,0,89.82846245826677,1,1,2,2
18,11,1,99,0.8887075670162476,2,11,4,9,33,68,100,2,13.272818009952381,0,0,0,0
91,62,2,112,0.6133653954860637,5,17,6,9,23,98,16,4,78.93108565375036,1,1,2,2
82,87,2,30,0.5827968452336957,9,14,4,8,23,5,36,1,100.0,1,1,2,2
87,33,1,79,0.7449815247667685,8,8,3,7,17,35,8,0,70.95984294961093,1,1,2,1
87,54,3,38,0.4351630093135823,13,8,4,5,21,24,32,5,88.41946792472466,1,1,2,2
46,85,8,40,0.2979574647913106,0,14,2,1,4,39,83,2,46.55008580412242,0,0,1,0
30,54,3,32,0.6686000692708506,0,14,10,7,3,8,81,2,16.27168475658102,0,0,0,0
47,79,4,10,0.3883247548562132,7,9,8,9,28,100,45,5,85.71807470014596,1,1,2,2
70,2,7,112,0.6188417662295936,3,6,10,9,24,16,26,1,15.485176647891844,0,0,0,0
30,28,4,37,0.39501004861821387,6,7,5,7,18,45,47,2,49.052567097143076,0,0,1,0
17,81,2,92,0.7142752572699096,10,6,5,8,4,72,42,1,84.28781462909019,1,1,2,2
43,89,9,67,0.5452533573040206,2,11,7,5,25,61,51,1,58.11224995764915,0,1,1,1
74,2,6,31,0.9408681179397511,0,0,6,1,31,55,92,5,5.945337882372787,0,0,0,0
19,39,8,64,0.9348780584369041,1,2,6,1,13,64,66,0,14.449839360448813,0,0,0,0
77,4,1,64,0.5120843068963933,4,20,3,8,3,23,69,3,39.80470015515529,0,0,0,0
49,0,9,31,0.918767311006865,10,0,5,5,28,44,77,1,39.7219194228227,0,0,0,0
74,100,7,29,0.3272747097905877,14,13,3,7,1,65,1,5,100.0,1,1,2,2
77,32,4,35,0.5323118485208489,12,6,6,3,1,62,76,5,78.42968270895301,1,1,2,2
59,98,3,30,0.4934158847284643,8,15,1,3,29,39,80,4,95.14008637905734,1,1,2,2
60,16,2,117,0.4263538680926032,3,12,10,8,5,19,77,1,32.80087993096328,0,0,0,0
70,26,6,109,0.9717858036354565,11,14,10,2,18,16,69,2,50.853703519988116,0,0,1,1
60,44,7,75,0.16480203331959153,13,6,5,5,39,3,19,4,76.44021851524538,1,1,2,2
19,95,8,63,0.31629280512557334,13,7,3,7,22,0,20,5,74.9772332425892,1,1,2,1
50,1,9,12,0.6424674519803678,3,1,2,2,26,34,36,0,4.198909957320515,0,0,0,0
58,22,4,15,0.24203575062257898,7,18,4,3,4,94,39,5,65.11994545758667,1,1,1,1
92,27,1,51,0.08020602720361225,2,18,4,7,29,55,90,3,52.52621771388174,0,0,1,1
69,9,7,67,0.4838115511181217,10,7,3,4,4,2,71,1,47.876160338991674,0,0,1,0
35,23,2,89,0.8183894902867426,14,18,3,4,18,81,23,2,78.9926857968172,1,1,2,2
47,54,4,41,0.8013786745537138,14,10,3,8,17,41,7,1,95.58566952456817,1,1,2,2
93,71,3,102,0.46179211521807895,2,20,1,7,37,79,37,4,73.27491619009864,1,1,2,1
13,87,10,117,0.6743240756835738,8,19,2,9,7,60,31,2,68.80146426263046,1,1,1,1
3,28,3,91,0.027025928159492563,11,17,9,3,10,61,34,4,60.38469334909568,1,1,1,1
87,35,7,23,0.8556009156851211,4,5,7,7,16,11,22,4,32.4516659023658,0,0,0,0
33,28,8,41,0.9483831906063622,9,1,5,4,18,58,95,2,47.23718867388553,0,0,1,0
35,93,1,10,0.8027633454902632,11,15,7,6,34,23,97,3,96.89536751333733,1,1,2,2
5,66,8,24,0.02859474253880334,5,15,4,2,8,1,89,1,50.616668669459834,0,0,1,1
87,65,5,63,0.18926419205528044,10,12,4,5,25,17,41,0,91.25293420622123,1,1,2,2
26,65,4,81,0.6552934083536738,11,3,1,10,16,69,10,4,80.03119690251783,1,1,2,2
66,63,8,21,0.8193160546444871,1,3,1,8,17,77,72,4,44.93108158644974,0,0,0,0
29,72,5,119,0.6306428805573853,4,18,1,8,6,72,52,1,55.46841271996422,0,1,1,1
37,91,7,69,0.7297382825345523,13,6,3,9,28,67,71,2,98.3579051890147,1,1,2,2
89,96,6,63,0.0692375436126732,7,8,5,9,1,58,22,2,100.0,1,1,2,2
54,28,6,51,0.6455421877405775,4,3,2,1,6,48,77,5,22.429237371943152,0,0,0,0
21,59,7,76,0.7788403161123902,10,16,10,6,17,0,86,0,50.738043605608226,0,0,1,1
33,63,8,61,0.2252141039909693,12,0,10,7,34,99,89,1,91.77949380572008,1,1,2,2
73,96,4,89,0.5334350307717836,2,9,8,9,20,3,95,5,61.43139631947637,1,1,1,1
51,67,4,66,0.24539526167470038,8,19,4,9,28,69,53,5,82.3559014925066,1,1,2,2
31,0,4,64,0.94384152827764,11,16,1,2,32,3,81,0,36.52996317160247,0,0,0,0
69,60,10,25,0.20643429059984608,5,4,10,8,9,71,45,4,69.9602897313171,1,1,1,1
1,41,8,73,0.5345261259642766,2,3,7,2,28,37,72,5,16.801571919759887,0,0,0,0
16,59,8,100,0.6676463148978521,14,6,3,6,4,11,86,2,70.77089413194554,1,1,2,1
88,72,10,119,0.24328384936872471,13,5,4,6,16,77,82,1,100.0,1,1,2,2
90,31,8,59,0.009464437181236907,6,15,5,6,40,44,40,1,68.81929177604522,1,1,1,1
43,85,9,20,0.6949974839521621,1,3,3,8,12,42,64,0,44.11556066777868,0,0,0,0
83,69,8,65,0.9533399029183394,14,0,4,5,16,18,64,2,93.65433175702648,1,1,2,2
21,58,9,11,0.600921043580637,12,6,10,2,15,24,89,3,73.30387132288416,1,1,2,1
77,27,7,35,0.5552541523408779,3,15,4,9,11,20,46,1,40.48767966047525,0,0,0,0
44,53,5,93,0.9384156743715362,10,12,5,10,10,88,28,2,77.268376118198,1,1,2,2
69,86,4,15,0.8562772274066798,1,3,7,8,9,81,98,1,66.26362053566602,1,1,1,1
85,71,8,73,0.9928429031613833,8,17,6,1,4,71,40,0,76.93201267566005,1,1,2,2
90,27,5,25,0.7878994161482764,9,0,10,9,17,83,51,4,75.33253271450266,1,1,2,2
81,24,6,74,0.01763124251988679,8,12,3,9,9,24,33,1,59.537508287977815,0,1,1,1
56,67,1,94,0.03067084315649926,1,8,5,10,32,29,21,3,53.14007080001577,0,0,1,1
58,92,2,119,0.28492136076624053,4,6,9,2,40,55,44,4,81.15663444240039,1,1,2,2
64,23,9,100,0.04422283580279229,3,19,4,5,37,35,44,5,31.209308152221457,0,0,0,0
29,55,9,72,0.3380982436808947,11,4,1,9,39,78,64,4,76.70185882225337,1,1,2,2
59,26,9,110,0.11551632102158382,0,15,1,9,20,72,89,3,30.804273945184566,0,0,0,0
23,69,10,19,0.8588909024923154,2,14,2,2,3,9,88,0,31.543305738169728,0,0,0,0
61,55,3,48,0.18292423409361214,0,4,2,7,2,5,77,1,34.994782484098884,0,0,0,0
68,93,4,100,0.09018229116569265,12,14,4,4,34,86,17,0,100.0,1,1,2,2
17,1,8,104,0.8185694058239114,9,18,6,8,4,48,71,3,28.93996294716822,0,0,0,0
21,94,7,59,0.5501726331646307,13,12,2,5,2,46,28,3,91.96705865501637,1,1,2,2
91,81,10,87,0.23385355112512385,4,0,8,4,38,95,54,3,86.56845197184848,1,1,2,2
65,16,8,116,0.07212195243310215,3,7,9,8,9,2,21,5,29.27323596492021,0,0,0,0
28,17,5,71,0.8107029189626802,1,9,8,9,38,23,84,0,3.1869475184942067,0,0,0,0
20,41,9,29,0.5862556676364371,1,14,6,10,26,4,92,4,9.984830797778182,0,0,0,0
51,72,7,104,0.02911438510503228,8,12,1,8,2,51,93,0,85.49094780680733,1,1,2,2
95,79,3,79,0.5902445655479055,5,19,6,8,34,0,86,4,76.30684563977901,1,1,2,2
71,79,8,38,0.3316223193386493,11,16,8,3,23,26,87,1,90.7571598656967,1,1,2,2
89,48,2,84,0.7719411586754391,13,0,5,8,15,91,69,0,100.0,1,1,2,2
1,21,5,112,0.5222835117932758,3,13,1,9,23,97,72,2,29.392072484983533,0,0,0,0
20,27,10,32,0.2188084442414916,14,10,1,9,31,66,10,1,69.70370967697214,1,1,1,1
8,4,10,69,0.3519381194725597,7,9,6,3,1,63,87,5,33.11494828537302,0,0,0,0
15,91,1,12,0.35922836765618693,0,1,8,5,13,25,3,4,47.67691405738727,0,0,1,0
20,33,7,85,0.6159306268020485,14,1,10,7,22,2,79,5,52.78323211030022,0,0,1,1
26,61,8,81,0.11258280295819079,14,16,3,10,38,82,67,3,85.05362517480854,1,1,2,2
49,31,5,46,0.6778651320555782,6,2,6,6,39,100,47,3,53.69688172320935,0,0,1,1
25,88,2,24,0.7191835885983785,8,19,1,4,3,41,3,2,74.14093579404383,1,1,2,1
2,39,7,10,0.9542907147348958,5,18,10,3,39,89,47,2,36.5074202034454,0,0,0,0
71,2,6,110,0.709086046619694,12,20,7,10,23,90,87,2,71.26706764878108,1,1,2,1
82,40,6,48,0.08054863107292443,6,8,7,3,40,92,65,3,71.6165655213919,1,1,2,1
23,67,10,114,0.6782493385823354,13,6,6,5,6,16,78,0,74.36394834036496,1,1,2,1
81,8,1,71,0.544534925994604,12,11,7,5,10,77,35,3,88.68733705880194,1,1,2,2
84,9,5,32,0.6810802267322255,10,18,10,6,39,74,21,3,68.31345101277218,1,1,1,1
80,71,3,17,0.025519146737930765,7,6,10,5,10,31,22,3,87.37115755177345,1,1,2,2
62,81,10,100,0.6203624236054499,6,1,6,7,16,98,37,5,89.96567951664164,1,1,2,2
7,17,5,18,0.7681737341906004,8,9,1,1,22,69,81,4,21.69870767931355,0,0,0,0
8,23,6,111,0.7253557434613369,9,5,10,4,35,11,85,0,41.96436048329056,0,0,0,0
18,36,3,61,0.7023645755813324,5,0,4,7,9,85,37,4,45.06781887146697,0,0,1,0
47,8,2,80,0.3448308742059345,13,17,1,10,4,64,38,5,75.07483725989448,1,1,2,2
85,16,3,26,0.5891657309343334,1,8,6,6,21,41,80,2,21.852017537542032,0,0,0,0
8,6,9,44,0.320788629322731,2,13,1,8,40,63,6,4,14.635926053563857,0,0,0,0
85,11,5,62,0.7237883514946254,1,9,4,7,33,88,16,2,38.66428515182423,0,0,0,0
6,46,5,51,0.47643349307821314,0,9,2,3,28,77,68,2,23.591124507759407,0,0,0,0
44,74,10,103,0.21293788421329263,4,18,2,8,25,23,39,4,49.046112760447784,0,0,1,0
98,9,7,28,0.9265842168633173,5,18,3,1,25,2,51,2,29.08128025508931,0,0,0,0
65,26,5,20,0.3508366788665005,2,2,8,7,11,94,76,1,52.12297840798302,0,0,1,1
72,72,7,39,0.06321949416950157,6,11,9,2,37,96,89,5,86.01850793193685,1,1,2,2
67,47,2,13,0.7824331594302716,8,3,8,5,40,99,83,5,79.39022414099897,1,1,2,2
62,17,3,65,0.4086884808741117,2,6,4,8,32,4,29,4,33.120830260138696,0,0,0,0
45,91,9,22,0.8018536666017952,9,11,4,6,26,34,96,5,76.13360963259181,1,1,2,2
49,2,6,113,0.9682602415143997,0,1,6,9,19,51,100,0,11.635609251625954,0,0,0,0
35,26,7,73,0.8661659394800808,6,9,4,6,18,29,21,2,30.802184590510834,0,0,0,0
99,71,8,26,0.5079326911765302,13,6,5,7,10,38,12,2,100.0,1,1,2,2
1,97,5,22,0.9935772123941762,7,14,5,8,13,70,30,2,71.98287796804763,1,1,2,1
73,55,9,80,0.6646144563464247,3,12,1,6,24,66,42,5,53.39675034804618,0,0,1,1
46,17,3,37,0.24593535616667572,13,19,5,4,18,43,51,3,84.06053276789292,1,1,2,2
21,28,6,32,0.41564301573915396,2,6,4,9,2,0,62,3,9.221429089245763,0,0,0,0
81,34,6,30,0.5402948659114166,8,0,7,5,11,96,48,4,61.71621203055742,1,1,1,1
24,44,9,110,0.5031752050870314,14,6,1,8,4,81,67,3,86.93422996896571,1,1,2,2
25,77,4,109,0.658864995725864,9,11,3,2,36,44,81,0,73.32405848705825,1,1,2,1
76,84,2,105,0.027651343236222203,5,20,4,7,22,87,37,3,96.3787624160352,1,1,2,2
0,38,8,95,0.21877265633260456,12,20,6,4,3,99,64,4,70.96941555780678,1,1,2,1
30,26,1,20,0.5349267017790291,6,14,7,1,8,74,81,2,50.32713428016686,0,0,1,1
4,61,8,16,0.1573842745189351,7,20,3,9,9,76,96,0,57.216144363796225,0,1,1,1
27,90,7,24,0.21627938569344618,7,11,6,7,4,9,14,5,67.33521510028842,1,1,1,1
44,37,9,18,0.6346092715196626,12,3,3,4,3,82,25,4,65.61654348153387,1,1,1,1
84,3,8,18,0.735539783177685,8,16,10,2,3,37,69,0,44.83801578218472,0,0,0,0
1,91,5,21,0.0056377622093756186,10,14,8,9,30,74,66,1,90.11513153893418,1,1,2,2
88,24,6,99,0.34783141178454247,11,15,5,7,30,55,42,2,85.99304798596533,1,1,2,2
76,71,9,110,0.36765797499302255,5,8,10,6,24,32,78,1,69.86664064761678,1,1,1,1
96,62,2,13,0.37712017217212335,7,6,1,2,34,68,7,2,94.44203354004448,1,1,2,2
